Company,ISIN,NSE,BSE,Category
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,NETWEB,NETWEB,Small Cap
Aadhar Housing Finance Limited,INE883F01010,AADHARHFC,AADHARHFC,Small Cap
Prime Focus Limited,INE367G01038,PFOCUS,PFOCUS,Small Cap
Hatsun Agro Products Ltd.,INE473B01035,HATSUN,HATSUN,Small Cap
CreditAccess Grameen Ltd.,INE741K01010,CREDITACC,CREDITACC,Small Cap
KALPATARU PROJECTS INTERNATIONAL LIMITED,INE220B01022,KPIL,KPIL,Small Cap
Sagility Limited,INE0W2G01015,SAGILITY,SAGILITY,Small Cap
Bayer CropScience Limited.,INE462A01022,,BAYERCROP,Small Cap
EIH Ltd,INE230A01023,EIHOTEL,EIHOTEL,Small Cap
Great Eastern Shipping Co. Ltd.,INE017A01032,GESHIP,GESHIP,Small Cap
RBL Bank Limited,INE976G01028,RBLBANK,RBLBANK,Small Cap
ACUTAAS CHEMICALS LIMITED,INE00FF01025,ACUTAAS,ACUTAAS,Small Cap
City Union Bank Ltd,INE491A01021,CUB,CUB,Small Cap
Emami Ltd,INE548C01032,EMAMILTD,EMAMILTD,Small Cap
Gujarat Mineral Development Corpora,INE131A01031,GMDCLTD,GMDCLTD,Small Cap
Data Patterns (India) Limited,INE0IX101010,DATAPATTNS,DATAPATTNS,Small Cap
Atul Limited.,INE100A01010,ATUL,ATUL,Small Cap
Eris Lifesciences Limited,INE406M01024,ERIS,ERIS,Small Cap
Craftsman Automation Limited,INE00LO01017,CRAFTSMAN,CRAFTSMAN,Small Cap
Redington Limited,INE891D01026,REDINGTON,REDINGTON,Small Cap
Neuland Laboratories Limited.,INE794A01010,NEULANDLAB,NEULANDLAB,Small Cap
R R KABEL LIMITED,INE777K01022,RRKABEL,RRKABEL,Small Cap
Urban Company Limited,INE0CAZ01013,URBANCO,URBANCO,Small Cap
Syngene International Limited,INE398R01022,SYNGENE,SYNGENE,Small Cap
Sarda Energy & Minerals Ltd,INE385C01021,SARDAEN,SARDAEN,Small Cap
Grindwell Norton Ltd.,INE536A01023,GRINDWELL,GRINDWELL,Small Cap
Anant Raj Limited,INE242C01024,ANANTRAJ,ANANTRAJ,Small Cap
Tata Chemicals Ltd,INE092A01019,TATACHEM,TATACHEM,Small Cap
GODAWARI POWER AND ISPAT LTD.,INE177H01039,GPIL,GPIL,Small Cap
Castrol India Ltd,INE172A01027,CASTROLIND,CASTROLIND,Small Cap
Sundram Fasteners Ltd.,INE387A01021,SUNDRMFAST,SUNDRMFAST,Small Cap
National Securities Depository Limited,INE301O01023,,NSDL,Small Cap
Computer Age Management Services Limited,INE596I01020,CAMS,CAMS,Small Cap
Chambal Fertilisers & Chemicals Ltd,INE085A01013,CHAMBLFERT,CHAMBLFERT,Small Cap
Syrma SGS Technology Limited,INE0DYJ01015,SYRMA,SYRMA,Small Cap
PUNJAB & SIND BANK,INE608A01012,PSB,PSB,Small Cap
Brigade Enterprises Limited,INE791I01019,BRIGADE,BRIGADE,Small Cap
Onesource Specialty Pharma Limited,INE013P01021,ONESOURCE,ONESOURCE,Small Cap
Firstsource Solutions Ltd.,INE684F01012,FSL,FSL,Small Cap
BELRISE INDUSTRIES LIMITED,INE894V01022,BELRISE,BELRISE,Small Cap
Capri Global Capital Limited,INE180C01042,CGCL,CGCL,Small Cap
Jyoti CNC Automation Limited,INE980O01024,JYOTICNC,JYOTICNC,Small Cap
Chalet Hotels Limited,INE427F01016,CHALET,CHALET,Small Cap
Triveni Turbine Limited,INE152M01016,TRITURBINE,TRITURBINE,Small Cap
Natco Pharma Ltd.,INE987B01026,NATCOPHARM,NATCOPHARM,Small Cap
DCM Shriram Limited,INE499A01024,DCMSHRIRAM,DCMSHRIRAM,Small Cap
Carborundum Universal Ltd.,INE120A01034,CARBORUNIV,CARBORUNIV,Small Cap
CIE Automotive India Limited,INE536H01010,CIEINDIA,CIEINDIA,Small Cap
Emmvee Photovoltaic Power Limited,INE1C6T01020,EMMVEE,EMMVEE,Small Cap
Ratnamani Metals & Tubes Ltd,INE703B01027,RATNAMANI,RATNAMANI,Small Cap
NAVA LIMITED,INE725A01030,NAVA,NAVA,Small Cap
JSW CEMENT LIMITED,INE718I01012,JSWCEMENT,JSWCEMENT,Small Cap
Kansai Nerolac Paints,INE531A01024,KANSAINER,KANSAINER,Small Cap
Century Plyboards (India) Ltd.,INE348B01021,CENTURYPLY,CENTURYPLY,Small Cap
BHARAT COKING COAL LIMITED,INE05XR01022,BHARATCOAL,BHARATCOAL,Small Cap
IFCI Ltd.,INE039A01010,IFCI,IFCI,Small Cap
Crompton Greaves Consumer Electricals Limited,INE299U01018,CROMPTON,CROMPTON,Small Cap
Inox Wind Limited,INE066P01011,INOXWIND,INOXWIND,Small Cap
ACME Solar Holdings Limited,INE622W01025,ACMESOLAR,ACMESOLAR,Small Cap
Elgi Equipments Ltd.,INE285A01027,ELGIEQUIP,ELGIEQUIP,Small Cap
Kajaria Ceramics Ltd,INE217B01036,KAJARIACER,KAJARIACER,Small Cap
Bikaji Foods International Limited,INE00E101023,BIKAJI,BIKAJI,Small Cap
JSW Holdings Limited,INE824G01012,JSWHL,JSWHL,Small Cap
Vedanta Power Limited,INE694L01019,VEDPOWER,VEDPOWER,Small Cap
HFCL LIMITED,INE548A01028,HFCL,HFCL,Small Cap
KFin Technologies Limited,INE138Y01010,KFINTECH,KFINTECH,Small Cap
eClerx Services Limited,INE738I01010,ECLERX,ECLERX,Small Cap
Granules India Ltd.,INE101D01020,GRANULES,GRANULES,Small Cap
TRAVEL FOOD SERVICES LIMITED,INE103V01028,TRAVELFOOD,TRAVELFOOD,Small Cap
Aarti Industries Ltd,INE769A01020,AARTIIND,AARTIIND,Small Cap
Gujarat State Petronet Ltd.,INE246F01010,,GSPL,Small Cap
Avanti Feeds ltd.,INE871C01038,AVANTIFEED,AVANTIFEED,Small Cap
LMW Limited,INE269B01029,LMW,LMW,Small Cap
Vardhman Textiles Limted,INE825A01020,VTL,VTL,Small Cap
Ventive Hospitality Limited,INE781S01027,VENTIVE,VENTIVE,Small Cap
Choice International Ltd,INE102B01014,CHOICEIN,CHOICEIN,Small Cap
GALLANTT ISPAT LIMITED,INE297H01019,GALLANTT,GALLANTT,Small Cap
BASF India Ltd,INE373A01013,BASF,BASF,Small Cap
Fractal Analytics Limited,INE212S01015,FRACTAL,FRACTAL,Small Cap
PG Electroplast Limited,INE457L01029,PGEL,PGEL,Small Cap
KEC International Ltd.,INE389H01022,KEC,KEC,Small Cap
Amara Raja Energy & Mobility Limited,INE885A01032,ARE&M,ARE&M,Small Cap
Central Mine Planning & Design Institute Limited,INE05HV01027,CMPDI,CMPDI,Small Cap
TD Power Systems Ltd,INE419M01027,TDPOWERSYS,TDPOWERSYS,Small Cap
Ola Electric Mobility Limited,INE0LXG01040,OLAELEC,OLAELEC,Small Cap
Deepak Fertilizers &Petrochemicals,INE501A01019,DEEPAKFERT,DEEPAKFERT,Small Cap
JUBILANT PHARMOVA LIMITED,INE700A01033,JUBLPHARMA,JUBLPHARMA,Small Cap
MTAR Technologies Limited,INE864I01014,MTARTECH,MTARTECH,Small Cap
Sobha Limited,INE671H01015,SOBHA,SOBHA,Small Cap
Poly Medicure Ltd,INE205C01021,POLYMED,POLYMED,Small Cap
E.I.D. Parry (India) Ltd.,INE126A01031,EIDPARRY,EIDPARRY,Small Cap
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,ABREL,ABREL,Small Cap
Cohance Lifesciences Limited,INE03QK01018,COHANCE,COHANCE,Small Cap
RUBICON RESEARCH LIMITED,INE506V01022,RUBICON,RUBICON,Small Cap
ALEMBIC PHARMACEUTICALS LIMITED,INE901L01018,APLLTD,APLLTD,Small Cap
Anupam Rasayan India Limited,INE930P01018,ANURAS,ANURAS,Small Cap
Chennai Petroleum Corporation Ltd.,INE178A01016,CHENNPETRO,CHENNPETRO,Small Cap
Maharashtra Scooters Ltd.,INE288A01013,MAHSCOOTER,MAHSCOOTER,Small Cap
Zydus Wellness Limited,INE768C01028,ZYDUSWELL,ZYDUSWELL,Small Cap
International Gemological Institute Limited,INE0Q9301021,IGIL,IGIL,Small Cap
Sammaan Capital Limited,INE148I01020,SAMMAANCAP,SAMMAANCAP,Small Cap
Vinati Organics Ltd.,INE410B01037,VINATIORGA,VINATIORGA,Small Cap
Devyani International Limited,INE872J01023,DEVYANI,DEVYANI,Small Cap
Allied Blenders and Distillers Limited,INE552Z01027,ABDL,ABDL,Small Cap
Sansera Engineering Limited,INE953O01021,SANSERA,SANSERA,Small Cap
NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,INE995S01015,NIVABUPA,NIVABUPA,Small Cap
Dr. Agarwal's Health Care Limited,INE943P01029,AGARWALEYE,AGARWALEYE,Small Cap
Aether Industries Limited,INE0BWX01014,AETHER,AETHER,Small Cap
BEML Ltd,INE258A01024,BEML,BEML,Small Cap
JBM Auto Limited,INE927D01051,JBMA,JBMA,Small Cap
Gabriel India Ltd.,INE524A01029,GABRIEL,GABRIEL,Small Cap
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,THELEELA,THELEELA,Small Cap
Ceat Ltd.,INE482A01020,CEATLTD,CEATLTD,Small Cap
SHRIRAM PISTONS & RINGS LTD,INE526E01018,SHRIPISTON,SHRIPISTON,Small Cap
Cupid Limited,INE509F01029,CUPID,CUPID,Small Cap
TBO TEK LIMITED,INE673O01025,TBOTEK,TBOTEK,Small Cap
Jain Resource Recycling Limited,INE0YD401026,JAINREC,JAINREC,Small Cap
Caplin Point Laboratories Ltd.,INE475E01026,CAPLIPOINT,CAPLIPOINT,Small Cap
CCL Products (India) Ltd.,INE421D01022,CCL,CCL,Small Cap
DOMS Industries Limited,INE321T01012,DOMS,DOMS,Small Cap
KSB LIMITED,INE999A01023,KSB,KSB,Small Cap
Finolex Cables Ltd.,INE235A01022,FINCABLES,FINCABLES,Small Cap
V-Guard Industries Ltd.,INE951I01027,VGUARD,VGUARD,Small Cap
Fine Organic Industries Limited,INE686Y01026,FINEORG,FINEORG,Small Cap
Sterlite Technologies Limited.,INE089C01029,STLTECH,STLTECH,Small Cap
Jammu and Kashmir Bank Ltd.,INE168A01041,J&KBANK,J&KBANK,Small Cap
IRCON International Ltd,INE962Y01021,IRCON,IRCON,Small Cap
LT Foods Limited,INE818H01020,LTFOODS,LTFOODS,Small Cap
JSW Dulux Limited,INE133A01011,JSWDULUX,JSWDULUX,Small Cap
Canara HSBC Life Insurance Company Limited,INE01TY01017,CANHLIFE,CANHLIFE,Small Cap
Zen Technologies Ltd.,INE251B01027,ZENTEC,ZENTEC,Small Cap
Usha Martin Ltd.,INE228A01035,USHAMART,USHAMART,Small Cap
Minda Corporation Limited,INE842C01021,MINDACORP,MINDACORP,Small Cap
RRP SEMICONDUCTOR LIMITED,INE713N01013,,RRP,Small Cap
Five-Star Business Finance Ltd.,INE128S01021,FIVESTAR,FIVESTAR,Small Cap
Jindal Saw Ltd.,INE324A01032,JINDALSAW,JINDALSAW,Small Cap
Cemindia Projects Limited,INE686A01026,CEMPRO,CEMPRO,Small Cap
Vedanta Oil and Gas Limited,INE704J01044,VOGL,VOGL,Small Cap
Graphite India Ltd.,INE371A01025,GRAPHITE,GRAPHITE,Small Cap
Kirloskar Brothers Ltd.,INE732A01036,KIRLOSBROS,KIRLOSBROS,Small Cap
Trident Ltd,INE064C01022,TRIDENT,TRIDENT,Small Cap
Paradeep Phosphates Limited,INE088F01024,PARADEEP,PARADEEP,Small Cap
Tega Industries Limited,INE011K01018,TEGA,TEGA,Small Cap
Techno Electric & Engineering Company Limited,INE285K01026,TECHNOE,TECHNOE,Small Cap
Zensar Technologies Ltd.,INE520A01027,ZENSARTECH,ZENSARTECH,Small Cap
Rainbow Children's Medicare Limited,INE961O01016,RAINBOW,RAINBOW,Small Cap
Aditya Birla Lifestyle Brands Limited,INE14LE01019,ABLBL,ABLBL,Small Cap
UTI Asset Management Company Limited,INE094J01016,UTIAMC,UTIAMC,Small Cap
Supreme Petrochem Ltd.,INE663A01033,SPLPETRO,SPLPETRO,Small Cap
Aptus Value Housing Finance India Limited,INE852O01025,APTUS,APTUS,Small Cap
WELSPUN LIVING LIMITED,INE192B01031,WELSPUNLIV,WELSPUNLIV,Small Cap
IndiaMART InterMESH Limited,INE933S01016,INDIAMART,INDIAMART,Small Cap
JK Tyre & Industries Ltd.,INE573A01042,JKTYRE,JKTYRE,Small Cap
Clean Max Enviro Energy Solutions Limited,INE647U01026,CLEANMAX,CLEANMAX,Small Cap
India Cements Ltd.,INE383A01012,INDIACEM,INDIACEM,Small Cap
Brainbees Solutions Limited,INE02RE01045,FIRSTCRY,FIRSTCRY,Small Cap
Blue Dart Express Ltd.,INE233B01017,BLUEDART,BLUEDART,Small Cap
Shipping Corporation Of India Ltd,INE109A01011,SCI,SCI,Small Cap
JM Financial Limited,INE780C01023,JMFINANCIL,JMFINANCIL,Small Cap
Thangamayil Jewellery Limited,INE085J01014,THANGAMAYL,THANGAMAYL,Small Cap
Concord Biotech Limited,INE338H01029,CONCORDBIO,CONCORDBIO,Small Cap
NMDC Steel Limited,INE0NNS01018,NSLNISP,NSLNISP,Small Cap
Ingersoll-Rand (India) Ltd.,INE177A01018,INGERRAND,INGERRAND,Small Cap
INOX India Limited,INE616N01034,INOXINDIA,INOXINDIA,Small Cap
SIGNATUREGLOBAL (INDIA) LIMITED,INE903U01023,SIGNATURE,SIGNATURE,Small Cap
JUPITER WAGONS LIMITED,INE209L01016,JWL,JWL,Small Cap
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,ALIVUS,ALIVUS,Small Cap
Engineers India Ltd.,INE510A01028,ENGINERSIN,ENGINERSIN,Small Cap
Happy Forgings Limited,INE330T01021,HAPPYFORGE,HAPPYFORGE,Small Cap
PRIVI SPECIALITY CHEMICALS LIMITED,INE959A01019,PRIVISCL,PRIVISCL,Small Cap
Indegene Limited,INE065X01017,INDGN,INDGN,Small Cap
GRAVITA INDIA LIMITED,INE024L01027,GRAVITA,GRAVITA,Small Cap
Afcons Infrastructure Limited,INE101I01011,AFCONS,AFCONS,Small Cap
SKF INDIA (INDUSTRIAL) LIMITED,INE2J8701016,SKFINDUS,SKFINDUS,Small Cap
Can Fin Homes Ltd.,INE477A01020,CANFINHOME,CANFINHOME,Small Cap
Azad Engineering Limited,INE02IJ01035,AZAD,AZAD,Small Cap
Jaiprakash Power Ventures Limited,INE351F01018,JPPOWER,JPPOWER,Small Cap
Nuvoco Vistas Corporation Limited,INE118D01016,NUVOCO,NUVOCO,Small Cap
Home First Finance Company India Limited,INE481N01025,HOMEFIRST,HOMEFIRST,Small Cap
BLACK BOX LIMITED,INE676A01027,BBOX,BBOX,Small Cap
Indian Energy Exchange Limited,INE022Q01020,IEX,IEX,Small Cap
Swan Corp Limited,INE665A01038,SWANCORP,SWANCORP,Small Cap
BLS International Services Ltd,INE153T01027,BLS,BLS,Small Cap
PCBL Chemical Limited,INE602A01031,PCBL,PCBL,Small Cap
Reliance Power Limited,INE614G01033,RPOWER,RPOWER,Small Cap
The Bombay Burmah Trading Corporation Ltd.,INE050A01025,BBTC,BBTC,Small Cap
Ujjivan Small Finance Bank Limited,INE551W01018,UJJIVANSFB,UJJIVANSFB,Small Cap
Vijaya Diagnostic Centre Limited,INE043W01024,VIJAYA,VIJAYA,Small Cap
Godrej Agrovet Limited,INE850D01014,GODREJAGRO,GODREJAGRO,Small Cap
Lumax Auto Technologies Ltd.,INE872H01027,LUMAXTECH,LUMAXTECH,Small Cap
Finolex Industries Ltd.,INE183A01024,FINPIPE,FINPIPE,Small Cap
HEG Ltd.,INE545A01024,HEG,HEG,Small Cap
Aequs Limited,INE947N01017,AEQUS,AEQUS,Small Cap
Whirlpool of India Ltd,INE716A01013,WHIRLPOOL,WHIRLPOOL,Small Cap
Mahanagar Gas Limited,INE002S01010,MGL,MGL,Small Cap
Honasa Consumer Limited,INE0J5401028,HONASA,HONASA,Small Cap
Edelweiss Financial Services Ltd.,INE532F01054,EDELWEISS,EDELWEISS,Small Cap
Shaily Engineering Plastics Ltd.,INE151G01028,SHAILY,SHAILY,Small Cap
South Indian Bank Ltd.,INE683A01023,SOUTHBANK,SOUTHBANK,Small Cap
Prudent Corporate Advisory Services Limited,INE00F201020,PRUDENT,PRUDENT,Small Cap
Vedanta Iron and Steel Limited,INE1CLE01013,VISL,VISL,Small Cap
AAVAS Financiers Limited,INE216P01012,AAVAS,AAVAS,Small Cap
Cyient Limited,INE136B01020,CYIENT,CYIENT,Small Cap
Action Construction Equipments Ltd.,INE731H01025,ACE,ACE,Small Cap
Vedant Fashions Limited,INE825V01034,MANYAVAR,MANYAVAR,Small Cap
BlackBuck Limited,INE0UIZ01018,BLACKBUCK,BLACKBUCK,Small Cap
Astra Microwave Products Ltd.,INE386C01029,ASTRAMICRO,ASTRAMICRO,Small Cap
Tamilnad Mercantile Bank Limited,INE668A01016,TMB,TMB,Small Cap
INTELLECT DESIGN ARENA LIMITED,INE306R01017,INTELLECT,INTELLECT,Small Cap
TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,TITAGARH,TITAGARH,Small Cap
Sandur Manganese & Iron Ores Ltd.,INE149K01016,SANDUMA,SANDUMA,Small Cap
Arvind Ltd.,INE034A01011,ARVIND,ARVIND,Small Cap
BIRLASOFT LIMITED,INE836A01035,BSOFT,BSOFT,Small Cap
Jubilant Ingrevia Limited,INE0BY001018,JUBLINGREA,JUBLINGREA,Small Cap
SBFC Finance Limited,INE423Y01016,SBFC,SBFC,Small Cap
Sanofi Consumer Healthcare India Limited,INE0UOS01011,SANOFICONR,SANOFICONR,Small Cap
Elecon Engineering Co.Ltd.,INE205B01031,ELECON,ELECON,Small Cap
GARWARE HI-TECH FILMS LIMITED,INE291A01017,GRWRHITECH,GRWRHITECH,Small Cap
RITES Limited,INE320J01015,RITES,RITES,Small Cap
Medplus Health Services Limited,INE804L01022,MEDPLUS,MEDPLUS,Small Cap
RailTel Corporation of India Limited,INE0DD101019,RAILTEL,RAILTEL,Small Cap
Metropolis Healthcare Limited,INE112L01020,METROPOLIS,METROPOLIS,Small Cap
Tilaknagar Industries Ltd,INE133E01013,TI,TI,Small Cap
IIFL CAPITAL SERVICES LIMITED,INE489L01022,IIFLCAPS,IIFLCAPS,Small Cap
Apollo Micro Systems Limited,INE713T01028,APOLLO,APOLLO,Small Cap
Nazara Technologies Limited,INE418L01047,NAZARA,NAZARA,Small Cap
SWAN DEFENCE AND HEAVY INDUSTRIES LIMITED,INE542F01020,SWANDEF,SWANDEF,Small Cap
Atlanta Electricals Limited,INE0Z4F01028,ATLANTAELE,ATLANTAELE,Small Cap
ramkrishna forgings Ltd.,INE399G01023,RKFORGE,RKFORGE,Small Cap
CarTrade Tech Limited,INE290S01011,CARTRADE,CARTRADE,Small Cap
Corona Remedies Limited,INE02ZQ01018,CORONA,CORONA,Small Cap
Balrampur Chini Mills Ltd.,INE119A01028,BALRAMCHIN,BALRAMCHIN,Small Cap
Vesuvius India Ltd.,INE386A01023,VESUVIUS,VESUVIUS,Small Cap
PVR INOX LIMITED,INE191H01014,PVRINOX,PVRINOX,Small Cap
Bata India Limited,INE176A01028,BATAINDIA,BATAINDIA,Small Cap
WAAREE RENEWABLE TECHNOLOGIES LIMITED,INE299N01021,WAAREERTL,WAAREERTL,Small Cap
MMTC Ltd.,INE123F01029,MMTC,MMTC,Small Cap
Cello World Limited,INE0LMW01024,CELLO,CELLO,Small Cap
Eureka Forbes Limited,INE0KCE01017,EUREKAFORB,EUREKAFORB,Small Cap
NCC Limited,INE868B01028,NCC,NCC,Small Cap
OLECTRA GREENTECH LIMITED,INE260D01016,OLECTRA,OLECTRA,Small Cap
Lemon Tree Hotels Limited,INE970X01018,LEMONTREE,LEMONTREE,Small Cap
PARK MEDI WORLD LIMITED,INE119201023,PARKHOSPS,PARKHOSPS,Small Cap
VOLTAMP TRANSFORMERS LIMITED,INE540H01012,VOLTAMP,VOLTAMP,Small Cap
STRIDES PHARMA SCIENCE LIMITED,INE939A01011,STAR,STAR,Small Cap
Sharda Cropchem Limited,INE221J01015,SHARDACROP,SHARDACROP,Small Cap
TSF Investments Ltd.,INE202Z01029,TSFINV,,Small Cap
Esab India Ltd.,INE284A01012,ESABINDIA,ESABINDIA,Small Cap
G R Infraprojects Limited,INE201P01022,GRINFRA,GRINFRA,Small Cap
PROCTER & GAMBLE HEALTH LIMITED,INE199A01012,PGHL,PGHL,Small Cap
Transformers and Rectifiers (India) Limited,INE763I01026,TARIL,TARIL,Small Cap
Time Technoplast Limited,INE508G01029,TIMETECHNO,TIMETECHNO,Small Cap
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,SEDEMAC,SEDEMAC,Small Cap
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,SHADOWFAX,SHADOWFAX,Small Cap
Banco Products (India) Ltd.,INE213C01025,BANCOINDIA,BANCOINDIA,Small Cap
Star Cement Limited,INE460H01021,STARCEMENT,STARCEMENT,Small Cap
Marksans Pharma Ltd.,INE750C01026,MARKSANS,MARKSANS,Small Cap
HealthCare Global Enterprises Limited,INE075I01017,HCG,HCG,Small Cap
Karnataka Bank Ltd.,INE614B01018,KTKBANK,KTKBANK,Small Cap
Genus Power Infrastructures Ltd.,INE955D01029,GENUSPOWER,,Small Cap
ASK Automotive Limited,INE491J01022,ASKAUTOLTD,ASKAUTOLTD,Small Cap
LLOYDS ENTERPRISES LIMITED,INE080I01025,LLOYDSENT,LLOYDSENT,Small Cap
VIYASH SCIENTIFIC LIMITED,INE807F01027,VIYASH,VIYASH,Small Cap
Kirloskar Pneumatic Co.Ltd.,INE811A01020,KIRLPNU,KIRLPNU,Small Cap
Zee Entertainment Enterprises Ltd.,INE256A01028,ZEEL,ZEEL,Small Cap
VA Tech Wabag Limited,INE956G01038,WABAG,WABAG,Small Cap
Amagi Media Labs Limited,INE121R01077,AMAGI,AMAGI,Small Cap
JYOTHY LABS LIMITED,INE668F01031,JYOTHYLAB,JYOTHYLAB,Small Cap
Jupiter Life Line Hospitals Limited,INE682M01012,JLHL,JLHL,Small Cap
Jayaswal Neco Industries Ltd,INE854B01010,JAYNECOIND,JAYNECOIND,Small Cap
Varroc Engineering Limited,INE665L01035,VARROC,VARROC,Small Cap
RHI MAGNESITA INDIA LIMITED,INE743M01012,RHIM,RHIM,Small Cap
Kama Holdings Limited,INE411F01010,,KAMAHOLD,Small Cap
India Shelter Finance Corporation Limited,INE922K01024,INDIASHLTR,INDIASHLTR,Small Cap
Tata Teleservices (Maharashtra) Ltd.,INE517B01013,TTML,TTML,Small Cap
Safari Industries (India) Ltd.,INE429E01023,SAFARI,SAFARI,Small Cap
Triveni Engineering & Industries Ltd,INE256C01024,TRIVENI,TRIVENI,Small Cap
SKF India Ltd.,INE640A01023,SKFINDIA,SKFINDIA,Small Cap
Sanofi India Ltd,INE058A01010,SANOFI,SANOFI,Small Cap
Manorama Industries Limited,INE00VM01036,MANORAMA,MANORAMA,Small Cap
Relaxo Footwears Ltd.,INE131B01039,RELAXO,RELAXO,Small Cap
Clean Science and Technology Limited,INE227W01023,CLEAN,CLEAN,Small Cap
JK Lakshmi Cement Limited,INE786A01032,JKLAKSHMI,JKLAKSHMI,Small Cap
Orkla India Limited,INE16NZ01023,ORKLAINDIA,ORKLAINDIA,Small Cap
KPI Green Energy Limited,INE542W01025,KPIGREEN,KPIGREEN,Small Cap
ELITECON INTERNATIONAL LIMITED,INE669R01026,,ELITECON,Small Cap
Diamond Power Infrastructure Limited,INE989C01038,DIACABS,DIACABS,Small Cap
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,EMBDL,EMBDL,Small Cap
Nesco Ltd,INE317F01035,NESCO,NESCO,Small Cap
GMR Power and Urban Infra Limited,INE0CU601026,GMRP&UI,GMRP&UI,Small Cap
Jeena Sikho Lifecare Limited,INE0J5801029,JSLL,JSLL,Small Cap
Le Travenues Technology Limited,INE0HV901016,IXIGO,IXIGO,Small Cap
Alkyl Amines Chemicals Ltd.,INE150B01039,ALKYLAMINE,ALKYLAMINE,Small Cap
KRBL Ltd.,INE001B01026,KRBL,KRBL,Small Cap
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,AKUMS,AKUMS,Small Cap
Aditya Birla Fashion and Retail Limited,INE647O01011,ABFRL,ABFRL,Small Cap
P N GADGIL JEWELLERS LIMITED,INE953R01016,PNGJL,PNGJL,Small Cap
Maharashtra Seamless Ltd.,INE271B01025,MAHSEAMLES,MAHSEAMLES,Small Cap
Gujarat Pipavav Port Limited,INE517F01014,GPPL,GPPL,Small Cap
Sonata Software Ltd.,INE269A01021,SONATSOFTW,SONATSOFTW,Small Cap
Tejas Networks Limited,INE010J01012,TEJASNET,TEJASNET,Small Cap
Shilpa Medicare Ltd.,INE790G01031,SHILPAMED,SHILPAMED,Small Cap
Religare Enterprises Ltd,INE621H01010,RELIGARE,RELIGARE,Small Cap
Avalon Technologies Limited,INE0LCL01028,AVALON,AVALON,Small Cap
V2 Retail Limited,INE945H01021,V2RETAIL,V2RETAIL,Small Cap
Equitas Small Finance Bank Limited,INE063P01018,EQUITASBNK,EQUITASBNK,Small Cap
Campus Activewear Limited,INE278Y01022,CAMPUS,CAMPUS,Small Cap
Birla Corporation Ltd.,INE340A01012,BIRLACORPN,BIRLACORPN,Small Cap
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,QPOWER,QPOWER,Small Cap
Blue Jet Healthcare Limited,INE0KBH01020,BLUEJET,BLUEJET,Small Cap
Transport Corporation of India Ltd,INE688A01022,TCI,TCI,Small Cap
WESTLIFE FOODWORLD LIMITED,INE274F01020,WESTLIFE,WESTLIFE,Small Cap
Vikram Solar Limited,INE078V01014,VIKRAMSOLR,VIKRAMSOLR,Small Cap
Fujiyama Power Systems Limited,INE12UR01024,UTLSOLAR,UTLSOLAR,Small Cap
WeWork India Management Limited,INE085001019,WEWORK,WEWORK,Small Cap
TIPS MUSIC LIMITED,INE716B01029,TIPSMUSIC,TIPSMUSIC,Small Cap
Mahindra Lifespace Developers Ltd.,INE813A01018,MAHLIFE,MAHLIFE,Small Cap
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,LLOYDSENGG,LLOYDSENGG,Small Cap
Sudeep Pharma Limited,INE0QPI01025,SUDEEPPHRM,SUDEEPPHRM,Small Cap
Newgen Software Technologies Limited,INE619B01017,NEWGEN,NEWGEN,Small Cap
RateGain Travel Technologies Limited,INE0CLI01024,RATEGAIN,RATEGAIN,Small Cap
BlueStone Jewellery and Lifestyle Limited,INE304W01038,BLUESTONE,BLUESTONE,Small Cap
Pearl Global Industries Limited,INE940H01022,PGIL,PGIL,Small Cap
TTK Prestige Ltd.,INE690A01028,TTKPRESTIG,TTKPRESTIG,Small Cap
Indian Metals & Ferro Alloys Limited,INE919H01018,IMFA,IMFA,Small Cap
Power Mech Projects Limited,INE211R01019,POWERMECH,POWERMECH,Small Cap
Dilip Buildcon Limited,INE917M01012,DBL,DBL,Small Cap
Elantas Beck India Ltd,INE280B01018,,ELANTAS,Small Cap
PC JEWELLER LIMITED,INE785M01021,PCJEWELLER,PCJEWELLER,Small Cap
Bengal & Assam Company Limited,INE083K01017,,BENGALASM,Small Cap
Rashtriya Chemicals & Fertilizers Limited,INE027A01015,RCF,RCF,Small Cap
Saregama India Ltd.,INE979A01025,SAREGAMA,SAREGAMA,Small Cap
Kirloskar Ferrous Industries Ltd.,INE884B01025,,KIRLFER,Small Cap
E2E Networks Limited,INE255Z01027,E2E,E2E,Small Cap
Pricol Limited,INE726V01018,PRICOLLTD,PRICOLLTD,Small Cap
Transrail Lighting Limited,INE454P01035,TRANSRAILL,TRANSRAILL,Small Cap
